Date,Stock,Market,Open,High,Low,Close,Volume,Daily_Return_%,Cumulative_Return_%,MA_7,MA_30,MA7_Signal,Trend,Volatility_Ann_%,Daily_Range_%,Volume_Change_%,Extracted_At
2026-02-06,HEROMOTOCO.NS,India NSE,5661.6463,5729.3271,5606.2265,5643.5,770475,-0.2168,8.6386,5586.9593,5592.0692,Above,Uptrend,23.1809,2.1958,132.5527,2026-05-07 23:23:42
2026-02-09,HEROMOTOCO.NS,India NSE,5689.1112,5704.8053,5558.654,5646.4429,543956,0.0521,8.6952,5611.6915,5595.9764,Above,Uptrend,22.9679,2.6293,-29.3999,2026-05-07 23:23:42
2026-02-10,HEROMOTOCO.NS,India NSE,5674.3978,5733.2506,5608.6787,5643.5,816528,-0.0521,8.6386,5642.4491,5602.1069,Above,Uptrend,21.5874,2.2211,50.1092,2026-05-07 23:23:42
2026-02-11,HEROMOTOCO.NS,India NSE,5695.0,5750.0,5546.0,5682.5,684908,0.6911,9.3893,5666.307,5604.7965,Above,Uptrend,20.3945,3.6783,-16.1195,2026-05-07 23:23:42
2026-02-12,HEROMOTOCO.NS,India NSE,5704.0,5805.0,5683.5,5733.0,560676,0.8887,10.3615,5677.7615,5607.2076,Above,Uptrend,15.2233,2.1378,-18.1385,2026-05-07 23:23:42
2026-02-13,HEROMOTOCO.NS,India NSE,5702.0,5724.5,5560.0,5584.0,394003,-2.599,7.4932,5655.5292,5602.3471,Below,Downtrend,19.6253,2.9586,-29.7272,2026-05-07 23:23:42
2026-02-16,HEROMOTOCO.NS,India NSE,5578.0,5623.5,5459.0,5492.0,285719,-1.6476,5.7222,5632.1347,5591.4281,Below,Downtrend,20.081,3.0134,-27.483,2026-05-07 23:23:42
2026-02-17,HEROMOTOCO.NS,India NSE,5490.0,5588.0,5446.5,5577.0,288723,1.5477,7.3585,5622.6347,5581.626,Below,Downtrend,23.3293,2.598,1.0514,2026-05-07 23:23:42
2026-02-18,HEROMOTOCO.NS,India NSE,5595.0,5628.0,5546.5,5592.0,197770,0.269,7.6472,5614.8571,5571.8497,Below,Uptrend,23.448,1.4694,-31.5018,2026-05-07 23:23:42
2026-02-19,HEROMOTOCO.NS,India NSE,5600.0,5644.5,5387.5,5414.5,307768,-3.1742,4.2303,5582.1429,5556.778,Below,Downtrend,29.6745,4.7703,55.6192,2026-05-07 23:23:42
2026-02-20,HEROMOTOCO.NS,India NSE,5400.0,5472.0,5375.0,5465.0,560735,0.9327,5.2024,5551.0714,5547.6729,Below,Downtrend,30.1392,1.8047,82.1941,2026-05-07 23:23:42
2026-02-23,HEROMOTOCO.NS,India NSE,5504.5,5549.0,5437.0,5488.5,310190,0.43,5.6548,5516.1429,5541.8686,Below,Downtrend,29.3408,2.06,-44.6815,2026-05-07 23:23:42
2026-02-24,HEROMOTOCO.NS,India NSE,5480.0,5523.0,5436.5,5511.0,396015,0.4099,6.0879,5505.7143,5538.3347,Above,Downtrend,26.1355,1.5911,27.6685,2026-05-07 23:23:42
2026-02-25,HEROMOTOCO.NS,India NSE,5511.0,5840.0,5500.5,5737.5,898486,4.11,10.4481,5540.7857,5542.0893,Above,Uptrend,34.1287,6.1722,126.8818,2026-05-07 23:23:42
2026-02-26,HEROMOTOCO.NS,India NSE,5760.0,5829.0,5718.5,5787.0,489797,0.8627,11.401,5570.7857,5549.3902,Above,Uptrend,33.6125,1.9323,-45.4864,2026-05-07 23:23:42
2026-02-27,HEROMOTOCO.NS,India NSE,5775.0,5800.0,5689.0,5710.0,584546,-1.3306,9.9187,5587.6429,5554.1245,Above,Uptrend,35.4891,1.9511,19.3445,2026-05-07 23:23:42
2026-03-02,HEROMOTOCO.NS,India NSE,5565.0,5725.0,5503.0,5591.5,432301,-2.0753,7.6376,5612.9286,5555.7262,Below,Uptrend,31.3115,4.0342,-26.045,2026-05-07 23:23:42
2026-03-04,HEROMOTOCO.NS,India NSE,5520.0,5529.0,5427.5,5500.0,455955,-1.6364,5.8762,5617.9286,5550.6486,Below,Downtrend,33.4619,1.8701,5.4717,2026-05-07 23:23:42
2026-03-05,HEROMOTOCO.NS,India NSE,5513.5,5622.5,5480.0,5588.5,545405,1.6091,7.5798,5632.2143,5554.4716,Below,Uptrend,34.6617,2.6004,19.6182,2026-05-07 23:23:42
2026-03-06,HEROMOTOCO.NS,India NSE,5571.0,5571.5,5490.0,5512.5,431008,-1.3599,6.1168,5632.4286,5557.1346,Below,Downtrend,35.9814,1.4845,-20.9747,2026-05-07 23:23:42
2026-03-09,HEROMOTOCO.NS,India NSE,5447.0,5510.0,5337.5,5480.0,306358,-0.5896,5.4912,5595.6429,5560.3491,Below,Downtrend,21.8499,3.2319,-28.9206,2026-05-07 23:23:42
2026-03-10,HEROMOTOCO.NS,India NSE,5546.5,5733.5,5527.5,5711.5,493375,4.2245,9.9476,5584.8571,5574.6969,Above,Uptrend,36.197,3.7268,61.0452,2026-05-07 23:23:42
2026-03-11,HEROMOTOCO.NS,India NSE,5729.5,5766.0,5554.0,5575.0,511965,-2.3899,7.32,5565.5714,5584.6255,Above,Downtrend,38.1352,3.8171,3.7679,2026-05-07 23:23:42
2026-03-12,HEROMOTOCO.NS,India NSE,5589.0,5589.0,5376.0,5394.5,476478,-3.2377,3.8453,5537.4286,5584.2053,Below,Downtrend,40.9223,3.9621,-6.9315,2026-05-07 23:23:42
2026-03-13,HEROMOTOCO.NS,India NSE,5338.0,5377.5,5168.0,5206.0,496250,-3.4943,0.2166,5495.4286,5575.2947,Below,Downtrend,44.4851,4.0538,4.1496,2026-05-07 23:23:42
2026-03-16,HEROMOTOCO.NS,India NSE,5198.5,5329.0,5124.5,5278.5,466610,1.3926,1.6123,5451.1429,5570.3048,Below,Downtrend,44.0198,3.9906,-5.9728,2026-05-07 23:23:42
2026-03-17,HEROMOTOCO.NS,India NSE,5276.5,5384.0,5232.0,5355.0,403766,1.4493,3.0849,5428.6429,5564.955,Below,Downtrend,45.6597,2.9052,-13.4682,2026-05-07 23:23:42
2026-03-18,HEROMOTOCO.NS,India NSE,5370.0,5488.0,5365.0,5426.0,390261,1.3259,4.4517,5420.9286,5557.3944,Above,Downtrend,46.7207,2.2926,-3.3448,2026-05-07 23:23:42
2026-03-19,HEROMOTOCO.NS,India NSE,5349.0,5366.5,5151.0,5172.5,397483,-4.6719,-0.4283,5343.9286,5538.4901,Below,Downtrend,42.3941,4.1837,1.8506,2026-05-07 23:23:42
2026-03-20,HEROMOTOCO.NS,India NSE,5218.0,5367.5,5216.0,5275.5,1043098,1.9913,1.5545,5301.1429,5525.8148,Below,Downtrend,45.9872,2.9045,162.4258,2026-05-07 23:23:42
2026-03-23,HEROMOTOCO.NS,India NSE,5191.0,5200.0,5051.0,5065.0,340775,-3.9901,-2.4977,5254.0714,5506.5314,Below,Downtrend,47.88,2.9499,-67.3305,2026-05-07 23:23:42
2026-03-24,HEROMOTOCO.NS,India NSE,5185.0,5317.0,5124.5,5253.0,435050,3.7117,1.1214,5260.7857,5493.4167,Below,Downtrend,50.6493,3.7565,27.6649,2026-05-07 23:23:42
2026-03-25,HEROMOTOCO.NS,India NSE,5305.0,5364.0,5278.0,5289.5,531702,0.6948,1.824,5262.3571,5481.6167,Above,Downtrend,50.1136,1.6294,22.2163,2026-05-07 23:23:42
2026-03-27,HEROMOTOCO.NS,India NSE,5212.0,5244.0,5125.5,5143.0,535331,-2.7696,-0.9961,5232.0714,5463.6333,Below,Downtrend,51.6179,2.312,0.6825,2026-05-07 23:23:42
2026-03-30,HEROMOTOCO.NS,India NSE,5068.0,5140.0,5037.5,5063.0,704213,-1.5555,-2.5362,5180.2143,5441.3,Below,Downtrend,50.1415,2.0347,31.5472,2026-05-07 23:23:42
2026-04-01,HEROMOTOCO.NS,India NSE,5152.0,5244.0,5077.5,5122.0,546972,1.1653,-1.4004,5173.0,5425.9,Below,Downtrend,43.7217,3.2792,-22.3286,2026-05-07 23:23:42
2026-04-02,HEROMOTOCO.NS,India NSE,5076.0,5077.0,4904.0,5011.5,753867,-2.1574,-3.5275,5135.2857,5409.8833,Below,Downtrend,42.4242,3.5277,37.8255,2026-05-07 23:23:42
2026-04-06,HEROMOTOCO.NS,India NSE,5019.5,5122.5,4985.5,5103.5,348536,1.8358,-1.7565,5140.7857,5394.1,Below,Downtrend,37.5717,2.748,-53.7669,2026-05-07 23:23:42
2026-04-07,HEROMOTOCO.NS,India NSE,5075.0,5084.0,4932.0,5051.0,429282,-1.0287,-2.7672,5111.9286,5376.0667,Below,Downtrend,28.2,3.0819,23.1672,2026-05-07 23:23:42
2026-04-08,HEROMOTOCO.NS,India NSE,5250.0,5349.5,5243.0,5287.5,790692,4.6822,1.7855,5111.6429,5371.8333,Above,Downtrend,42.2245,2.0313,84.1894,2026-05-07 23:23:42
2026-04-09,HEROMOTOCO.NS,India NSE,5287.5,5380.0,5204.0,5284.0,760419,-0.0662,1.7181,5131.7857,5365.8,Above,Downtrend,37.5696,3.382,-3.8287,2026-05-07 23:23:42
2026-04-10,HEROMOTOCO.NS,India NSE,5297.0,5484.5,5295.5,5466.5,855903,3.4538,5.2313,5189.4286,5365.0667,Above,Uptrend,38.5675,3.5691,12.5568,2026-05-07 23:23:42
2026-04-13,HEROMOTOCO.NS,India NSE,5325.0,5375.0,5202.5,5247.0,743470,-4.0154,1.0059,5207.2857,5356.2667,Above,Downtrend,49.3634,3.3157,-13.1362,2026-05-07 23:23:42
2026-04-15,HEROMOTOCO.NS,India NSE,5361.5,5361.5,5275.0,5287.5,651858,0.7719,1.7855,5246.7143,5341.2667,Above,Downtrend,46.0407,1.6398,-12.3222,2026-05-07 23:23:42
2026-04-16,HEROMOTOCO.NS,India NSE,5315.0,5349.0,5129.5,5159.5,920301,-2.4208,-0.6785,5254.7143,5320.35,Below,Downtrend,49.0243,4.2792,41.1812,2026-05-07 23:23:42
2026-04-17,HEROMOTOCO.NS,India NSE,5136.5,5250.0,5130.5,5230.5,545014,1.3761,0.6883,5280.3571,5304.3667,Below,Downtrend,48.6213,2.3292,-40.7787,2026-05-07 23:23:42
2026-04-20,HEROMOTOCO.NS,India NSE,5230.5,5318.0,5210.0,5282.5,654258,0.9942,1.6893,5279.6429,5294.0667,Above,Downtrend,39.6298,2.0729,20.0443,2026-05-07 23:23:42
2026-04-21,HEROMOTOCO.NS,India NSE,5260.0,5310.0,5252.0,5259.0,321063,-0.4449,1.2369,5276.0714,5286.0333,Below,Downtrend,39.7267,1.1043,-50.9272,2026-05-07 23:23:42
2026-04-22,HEROMOTOCO.NS,India NSE,5255.5,5291.0,5178.0,5189.0,293830,-1.3311,-0.1106,5236.4286,5272.7167,Below,Downtrend,31.5891,2.1823,-8.4821,2026-05-07 23:23:42
2026-04-23,HEROMOTOCO.NS,India NSE,5150.0,5160.0,4995.0,5032.0,628266,-3.0256,-3.1329,5205.7143,5256.7,Below,Downtrend,27.5594,3.3033,113.8196,2026-05-07 23:23:42
2026-04-24,HEROMOTOCO.NS,India NSE,5035.5,5060.5,4941.5,4961.5,520325,-1.401,-4.4901,5159.1429,5239.4167,Below,Downtrend,26.1193,2.4082,-17.1808,2026-05-07 23:23:42
2026-04-27,HEROMOTOCO.NS,India NSE,5012.5,5098.0,5005.5,5043.0,448144,1.6426,-2.9212,5142.5,5217.1333,Below,Downtrend,27.4819,1.848,-13.8723,2026-05-07 23:23:42
2026-04-28,HEROMOTOCO.NS,India NSE,5042.5,5105.5,5019.0,5068.0,667998,0.4957,-2.4399,5119.2857,5200.2333,Below,Downtrend,25.6566,1.7235,49.0588,2026-05-07 23:23:42
2026-04-29,HEROMOTOCO.NS,India NSE,5094.0,5208.5,5081.5,5114.5,474261,0.9175,-1.5448,5095.2857,5190.9,Above,Downtrend,25.4804,2.4993,-29.0026,2026-05-07 23:23:42
2026-04-30,HEROMOTOCO.NS,India NSE,5080.0,5114.5,5020.0,5099.0,478138,-0.3031,-1.8432,5072.4286,5187.3333,Above,Downtrend,25.4957,1.8825,0.8175,2026-05-07 23:23:42
2026-05-01,HEROMOTOCO.NS,India NSE,5099.0,5099.0,5099.0,5099.0,0,0.0,-1.8432,5059.5714,5181.35,Above,Downtrend,24.7585,0.0,-100.0,2026-05-07 23:23:42
2026-05-04,HEROMOTOCO.NS,India NSE,5186.0,5237.0,5006.0,5066.5,617748,-0.6374,-2.4688,5064.5,5171.7333,Above,Downtrend,16.103,4.6145,inf,2026-05-07 23:23:42
2026-05-05,HEROMOTOCO.NS,India NSE,5060.0,5135.0,5018.0,5109.0,573411,0.8388,-1.6506,5085.5714,5161.1667,Above,Downtrend,12.5345,2.3316,-7.1772,2026-05-07 23:23:42
2026-05-06,HEROMOTOCO.NS,India NSE,5240.0,5281.0,4950.0,5170.0,2717300,1.194,-0.4764,5103.7143,5161.0833,Above,Uptrend,10.8792,6.6869,373.8835,2026-05-07 23:23:42
2026-05-07,HEROMOTOCO.NS,India NSE,5235.0,5458.5,5189.5,5343.0,1775454,3.3462,2.8539,5143.0,5163.3333,Above,Uptrend,21.068,5.1835,-34.6611,2026-05-07 23:23:42
2025-11-07,HINDUNILVR.NS,India NSE,2417.0,2425.0,2400.6001,2414.0,817896,,0.0,2414.0,2414.0,Below,Downtrend,,1.0164,,2026-05-07 23:23:40
2025-11-10,HINDUNILVR.NS,India NSE,2405.0,2429.3,2404.0,2408.8,780558,-0.2154,-0.2154,2411.4,2411.4,Below,Downtrend,,1.0524,-4.5651,2026-05-07 23:23:40
2025-11-11,HINDUNILVR.NS,India NSE,2422.2,2433.7,2403.1001,2427.5,1422399,0.7763,0.5592,2416.7667,2416.7667,Above,Uptrend,11.1321,1.2733,82.2285,2026-05-07 23:23:40
2025-11-12,HINDUNILVR.NS,India NSE,2430.6001,2434.8,2416.2,2424.5,1680827,-0.1236,0.435,2418.7,2418.7,Above,Uptrend,8.6991,0.7698,18.1685,2026-05-07 23:23:40
2025-11-13,HINDUNILVR.NS,India NSE,2429.0,2431.0,2405.0,2407.6001,1256059,-0.697,-0.2651,2416.48,2416.48,Below,Downtrend,9.7571,1.0811,-25.2714,2026-05-07 23:23:40
2025-11-14,HINDUNILVR.NS,India NSE,2405.1001,2430.2,2392.0,2427.7,975973,0.8349,0.5675,2418.35,2418.35,Above,Uptrend,10.5927,1.597,-22.2988,2026-05-07 23:23:40
2025-11-17,HINDUNILVR.NS,India NSE,2431.3999,2438.3999,2416.0,2425.0,920038,-0.1112,0.4557,2419.3,2419.3,Above,Uptrend,9.5872,0.9271,-5.7312,2026-05-07 23:23:40
2025-11-18,HINDUNILVR.NS,India NSE,2415.8,2422.8999,2401.8999,2404.0,1229034,-0.866,-0.4143,2417.8714,2417.3875,Below,Downtrend,10.4225,0.8743,33.5851,2026-05-07 23:23:40
2025-11-19,HINDUNILVR.NS,India NSE,2412.0,2450.7,2411.0,2441.6001,1465143,1.5641,1.1433,2422.5572,2420.0778,Above,Uptrend,14.1071,1.6466,19.2109,2026-05-07 23:23:40
2025-11-20,HINDUNILVR.NS,India NSE,2445.1001,2459.0,2425.0,2428.3999,1396929,-0.5406,0.5965,2422.6857,2420.91,Above,Uptrend,14.0476,1.4021,-4.6558,2026-05-07 23:23:40
2025-11-21,HINDUNILVR.NS,India NSE,2436.2,2443.2,2413.0,2433.7,1840712,0.2183,0.8161,2424.0,2422.0727,Above,Uptrend,14.0622,1.2516,31.7685,2026-05-07 23:23:40
2025-11-24,HINDUNILVR.NS,India NSE,2441.8999,2444.8999,2413.0,2424.2,4092327,-0.3904,0.4225,2426.3714,2422.25,Below,Uptrend,13.4794,1.322,122.323,2026-05-07 23:23:40
2025-11-25,HINDUNILVR.NS,India NSE,2422.0,2424.2,2406.0,2414.1001,1240672,-0.4166,0.0041,2424.4286,2421.6231,Below,Downtrend,12.6871,0.7564,-69.683,2026-05-07 23:23:40
2025-11-26,HINDUNILVR.NS,India NSE,2412.0,2427.7,2409.0,2425.2,1242683,0.4598,0.464,2424.4571,2421.8786,Above,Uptrend,13.0798,0.7763,0.1621,2026-05-07 23:23:40
2025-11-27,HINDUNILVR.NS,India NSE,2426.1001,2459.7,2425.0,2451.7,1872248,1.0927,1.5617,2431.2714,2423.8667,Above,Uptrend,12.8858,1.4309,50.6618,2026-05-07 23:23:40
2025-11-28,HINDUNILVR.NS,India NSE,2450.0,2470.0,2447.2,2466.6001,973225,0.6077,2.179,2434.8428,2426.5375,Above,Uptrend,9.8046,0.9317,-48.0184,2026-05-07 23:23:40
2025-12-01,HINDUNILVR.NS,India NSE,2466.6001,2488.0,2458.8,2464.5,1924828,-0.0851,2.092,2440.0,2428.7706,Above,Uptrend,8.7908,1.1876,97.7783,2026-05-07 23:23:40
2025-12-02,HINDUNILVR.NS,India NSE,2471.0,2484.3999,2460.0,2477.8,2179406,0.5397,2.6429,2446.3,2431.4945,Above,Uptrend,9.0087,0.9919,13.226,2026-05-07 23:23:40
2025-12-03,HINDUNILVR.NS,India NSE,2478.2,2484.8999,2403.1001,2448.0,3535932,-1.2027,1.4085,2449.7,2432.3632,Below,Uptrend,12.2136,3.4039,62.2429,2026-05-07 23:23:40
2025-12-04,HINDUNILVR.NS,India NSE,2440.0,2483.0,2423.2,2462.2,2587753,0.5801,1.9967,2456.5714,2433.855,Above,Uptrend,11.7536,2.4678,-26.8155,2026-05-07 23:23:40
2025-12-05,HINDUNILVR.NS,India NSE,2422.0,2422.0,2286.7,2338.6001,4008271,-5.0199,-3.1234,2444.2,2429.3191,Below,Downtrend,33.7413,5.9168,54.8939,2026-05-07 23:23:40
2025-12-08,HINDUNILVR.NS,India NSE,2350.1001,2355.1001,2302.0,2314.0,1898154,-1.0519,-4.1425,2424.5286,2424.0773,Below,Downtrend,31.8975,2.3067,-52.6441,2026-05-07 23:23:40
2025-12-09,HINDUNILVR.NS,India NSE,2318.0,2330.3999,2298.1001,2306.5,1471488,-0.3241,-4.4532,2401.6572,2418.9652,Below,Downtrend,30.6294,1.4055,-22.4779,2026-05-07 23:23:40
2025-12-10,HINDUNILVR.NS,India NSE,2306.5,2316.8999,2295.0,2301.7,2857290,-0.2081,-4.652,2378.4,2414.0792,Below,Downtrend,30.4942,0.9542,94.1769,2026-05-07 23:23:40
2025-12-11,HINDUNILVR.NS,India NSE,2296.3,2313.0,2292.0,2305.6001,1108032,0.1694,-4.4905,2353.8,2409.74,Below,Downtrend,29.8051,0.9162,-61.2209,2026-05-07 23:23:40
2025-12-12,HINDUNILVR.NS,India NSE,2306.8999,2309.0,2244.7,2260.6001,3203114,-1.9518,-6.3546,2327.0286,2404.0039,Below,Downtrend,30.3444,2.8645,189.0814,2026-05-07 23:23:40
2025-12-15,HINDUNILVR.NS,India NSE,2260.6001,2299.0,2252.0,2293.5,1274115,1.4554,-4.9917,2302.9286,2399.9111,Below,Downtrend,32.7568,2.087,-60.2226,2026-05-07 23:23:40
2025-12-16,HINDUNILVR.NS,India NSE,2293.3999,2302.7,2276.0,2281.1001,1256042,-0.5407,-5.5054,2294.7143,2395.6679,Below,Downtrend,16.7056,1.1731,-1.4185,2026-05-07 23:23:40
2025-12-17,HINDUNILVR.NS,India NSE,2281.2,2286.2,2268.3,2275.6001,808100,-0.2411,-5.7332,2289.2286,2391.5276,Below,Downtrend,15.9673,0.7891,-35.663,2026-05-07 23:23:40
2025-12-18,HINDUNILVR.NS,India NSE,2270.0,2278.3,2255.3,2265.5,1057295,-0.4438,-6.1516,2283.3715,2387.3267,Below,Downtrend,16.0116,1.0198,30.8371,2026-05-07 23:23:40
2025-12-19,HINDUNILVR.NS,India NSE,2263.7,2284.8,2263.7,2280.0,1237214,0.64,-5.551,2280.2715,2382.86,Below,Downtrend,16.8926,0.9321,17.0169,2026-05-07 23:23:40
2025-12-22,HINDUNILVR.NS,India NSE,2280.0,2295.0,2280.0,2289.5,790773,0.4167,-5.1574,2277.9715,2378.8833,Above,Downtrend,17.1402,0.6579,-36.0844,2026-05-07 23:23:40
2025-12-23,HINDUNILVR.NS,India NSE,2289.3,2310.0,2280.7,2302.6001,1128801,0.5722,-4.6147,2283.9715,2374.72,Above,Downtrend,11.3786,1.2847,42.7465,2026-05-07 23:23:40
2025-12-24,HINDUNILVR.NS,India NSE,2302.6001,2305.0,2278.1001,2282.2,519380,-0.886,-5.4598,2282.3572,2369.9767,Below,Downtrend,9.6337,1.1808,-53.9883,2026-05-07 23:23:40
2025-12-26,HINDUNILVR.NS,India NSE,2282.3,2290.0,2275.0,2285.3999,533626,0.1402,-5.3273,2282.9714,2365.9033,Above,Downtrend,9.084,0.6593,2.7429,2026-05-07 23:23:40
2025-12-29,HINDUNILVR.NS,India NSE,2288.8999,2298.7,2280.0,2293.3,1086695,0.3457,-5.0,2285.5,2361.4233,Above,Downtrend,9.0352,0.8202,103.6436,2026-05-07 23:23:40
2025-12-30,HINDUNILVR.NS,India NSE,2293.3,2298.0,2283.0,2290.2,1556717,-0.1352,-5.1284,2289.0286,2356.93,Above,Downtrend,8.4054,0.657,43.2524,2026-05-07 23:23:40
2025-12-31,HINDUNILVR.NS,India NSE,2290.0,2325.5,2286.8,2315.8999,1324220,1.1222,-4.0638,2294.1571,2353.9933,Above,Downtrend,9.9304,1.6923,-14.9351,2026-05-07 23:23:40
2026-01-01,HINDUNILVR.NS,India NSE,2322.0,2326.0,2300.0,2323.0,758866,0.3066,-3.7697,2298.9428,2350.04,Above,Downtrend,9.8629,1.1304,-42.6934,2026-05-07 23:23:40
2026-01-02,HINDUNILVR.NS,India NSE,2326.0,2357.7,2322.0,2348.0,973413,1.0762,-2.7341,2305.4285,2347.36,Above,Uptrend,11.0355,1.5375,28.2721,2026-05-07 23:23:40
2026-01-05,HINDUNILVR.NS,India NSE,2341.5,2394.0,2336.3999,2384.1001,1344113,1.5375,-1.2386,2319.9857,2345.7067,Above,Uptrend,9.7763,2.4653,38.0825,2026-05-07 23:23:40
2026-01-06,HINDUNILVR.NS,India NSE,2398.8,2428.1001,2367.8,2424.7,1584720,1.7029,0.4432,2339.8857,2345.7233,Above,Uptrend,10.9323,2.5467,17.9008,2026-05-07 23:23:40
2026-01-07,HINDUNILVR.NS,India NSE,2416.0,2421.8999,2382.0,2399.3999,892690,-1.0434,-0.6048,2355.0428,2345.2333,Above,Uptrend,15.7457,1.6751,-43.6689,2026-05-07 23:23:40
2026-01-08,HINDUNILVR.NS,India NSE,2389.0,2418.1001,2368.1001,2386.7,1163828,-0.5293,-1.1309,2368.8285,2343.95,Above,Uptrend,16.721,2.1114,30.3731,2026-05-07 23:23:40
2026-01-09,HINDUNILVR.NS,India NSE,2382.0,2386.0,2361.0,2372.6001,1189464,-0.5908,-1.715,2376.9286,2341.3133,Below,Uptrend,17.5933,1.0589,2.2027,2026-05-07 23:23:40
2026-01-12,HINDUNILVR.NS,India NSE,2362.0,2413.8999,2361.0,2406.2,1057665,1.4162,-0.3231,2388.8143,2339.3,Above,Uptrend,18.6995,2.2406,-11.0805,2026-05-07 23:23:40
2026-01-13,HINDUNILVR.NS,India NSE,2415.1001,2422.2,2365.0,2389.5,1519683,-0.694,-1.0149,2394.7429,2336.8,Below,Uptrend,19.4494,2.4186,43.6828,2026-05-07 23:23:40
2026-01-14,HINDUNILVR.NS,India NSE,2398.8999,2398.8999,2341.0,2353.5,1027639,-1.5066,-2.5062,2390.3714,2332.6567,Below,Uptrend,19.6073,2.4733,-32.3781,2026-05-07 23:23:40
2026-01-15,HINDUNILVR.NS,India NSE,2353.5,2353.5,2353.5,2353.5,0,0.0,-2.5062,2380.2,2329.5067,Below,Uptrend,14.8258,0.0,-100.0,2026-05-07 23:23:40
2026-01-16,HINDUNILVR.NS,India NSE,2370.0,2372.8999,2348.8999,2360.3999,1367606,0.2932,-2.2204,2374.6286,2326.1133,Below,Uptrend,14.6373,1.0218,inf,2026-05-07 23:23:40
2026-01-19,HINDUNILVR.NS,India NSE,2353.0,2425.3999,2353.0,2413.8999,1505238,2.2666,-0.0041,2378.5143,2328.6233,Above,Uptrend,20.6255,3.0769,10.0637,2026-05-07 23:23:40
2026-01-20,HINDUNILVR.NS,India NSE,2423.0,2439.0,2368.5,2379.1001,1460806,-1.4416,-1.4457,2379.4428,2330.7933,Below,Uptrend,22.4899,2.9766,-2.9518,2026-05-07 23:23:40
2026-01-21,HINDUNILVR.NS,India NSE,2379.1001,2400.5,2360.0,2368.0,1020245,-0.4666,-1.9056,2373.9857,2332.8433,Below,Uptrend,20.42,1.7161,-30.1588,2026-05-07 23:23:40
2026-01-22,HINDUNILVR.NS,India NSE,2368.8999,2402.0,2365.7,2390.6001,1745964,0.9544,-0.9693,2374.1429,2335.8067,Above,Uptrend,21.1976,1.5344,71.1318,2026-05-07 23:23:40
2026-01-23,HINDUNILVR.NS,India NSE,2400.0,2434.3,2376.8,2409.5,1378097,0.7906,-0.1864,2382.1429,2339.27,Above,Uptrend,18.5973,2.4192,-21.0696,2026-05-07 23:23:40
2026-01-27,HINDUNILVR.NS,India NSE,2412.0,2421.6001,2380.5,2400.8999,2060117,-0.3569,-0.5427,2388.9143,2343.9467,Above,Uptrend,18.9923,1.7265,49.49,2026-05-07 23:23:40
2026-01-28,HINDUNILVR.NS,India NSE,2403.1001,2420.2,2340.6001,2378.3999,1797593,-0.9371,-1.4747,2391.4857,2346.7767,Below,Uptrend,20.3719,3.4008,-12.7432,2026-05-07 23:23:40
2026-01-29,HINDUNILVR.NS,India NSE,2370.5,2374.7,2312.0,2352.6001,1478536,-1.0848,-2.5435,2382.7286,2349.16,Below,Uptrend,14.6228,2.7119,-17.7491,2026-05-07 23:23:40
2026-01-30,HINDUNILVR.NS,India NSE,2341.0,2385.0,2340.0,2373.0,2090462,0.8671,-1.6984,2381.8571,2352.4067,Below,Uptrend,14.0201,1.9231,41.3873,2026-05-07 23:23:40
2026-02-02,HINDUNILVR.NS,India NSE,2356.1001,2360.0,2303.0,2357.3,1375089,-0.6616,-2.3488,2380.3286,2355.4667,Below,Uptrend,14.3189,2.475,-34.2208,2026-05-07 23:23:40
2026-02-03,HINDUNILVR.NS,India NSE,2390.0,2399.8999,2343.3,2368.6001,1553270,0.4794,-1.8807,2377.1857,2358.42,Below,Uptrend,13.1388,2.4154,12.9578,2026-05-07 23:23:40
2026-02-04,HINDUNILVR.NS,India NSE,2360.6001,2393.5,2356.8,2371.0,1232755,0.1013,-1.7813,2371.6857,2361.1367,Below,Uptrend,11.6827,1.5572,-20.6349,2026-05-07 23:23:40
2026-02-05,HINDUNILVR.NS,India NSE,2362.5,2423.0,2351.6001,2354.3999,1962066,-0.7001,-2.4689,2365.0429,2362.8633,Below,Downtrend,12.019,3.0362,59.1611,2026-05-07 23:23:40
2026-02-06,HINDUNILVR.NS,India NSE,2354.3999,2429.0,2337.5,2424.2,1421995,2.9647,0.4225,2371.5857,2367.5967,Above,Uptrend,21.8177,3.9144,-27.5256,2026-05-07 23:23:40
2026-02-09,HINDUNILVR.NS,India NSE,2425.0,2439.0,2402.0,2435.0,958484,0.4455,0.8699,2383.3571,2372.5833,Above,Uptrend,19.6157,1.5404,-32.5958,2026-05-07 23:23:40
2026-02-10,HINDUNILVR.NS,India NSE,2435.0,2458.1001,2430.1001,2453.6001,792532,0.7639,1.6404,2394.8714,2377.9267,Above,Uptrend,19.5441,1.1522,-17.314,2026-05-07 23:23:40
2026-02-11,HINDUNILVR.NS,India NSE,2460.0,2470.6001,2447.0,2462.8999,1137856,0.379,2.0257,2409.9571,2383.6833,Above,Uptrend,17.9096,0.9645,43.5722,2026-05-07 23:23:40
2026-02-12,HINDUNILVR.NS,India NSE,2475.0,2479.6001,2350.1001,2409.7,4656164,-2.1601,-0.1781,2415.8285,2386.81,Below,Uptrend,24.6108,5.5104,309.205,2026-05-07 23:23:40
