Date,Stock,Market,Open,High,Low,Close,Volume,Daily_Return_%,Cumulative_Return_%,MA_7,MA_30,MA7_Signal,Trend,Volatility_Ann_%,Daily_Range_%,Volume_Change_%,Extracted_At
2025-11-07,AAPL,US,269.2867,271.772,266.2625,267.9593,48227400,,0.0,267.9593,267.9593,Below,Downtrend,,2.0692,,2026-05-07 23:23:20
2025-11-10,AAPL,US,268.7086,273.4741,267.21,269.1781,41312400,0.4549,0.4549,268.5687,268.5687,Above,Uptrend,,2.3443,-14.3383,2026-05-07 23:23:20
2025-11-11,AAPL,US,269.5578,275.6521,269.5478,274.9927,46208300,2.1601,2.6248,270.71,270.71,Above,Uptrend,19.1413,2.2646,11.8509,2026-05-07 23:23:20
2025-11-12,AAPL,US,274.7429,275.4723,271.446,273.2144,48398000,-0.6467,1.9612,271.3361,271.3361,Above,Uptrend,22.4493,1.4833,4.7388,2026-05-07 23:23:20
2025-11-13,AAPL,US,273.8537,276.4413,271.8356,272.6949,49602800,-0.1901,1.7673,271.6079,271.6079,Above,Uptrend,19.5217,1.6943,2.4894,2026-05-07 23:23:20
2025-11-14,AAPL,US,270.7966,275.702,269.348,272.1553,47431300,-0.1978,1.5659,271.6991,271.6991,Above,Uptrend,17.5106,2.359,-4.3778,2026-05-07 23:23:20
2025-11-17,AAPL,US,268.5687,270.2371,265.4816,267.21,45018300,-1.8171,-0.2796,271.0578,271.0578,Below,Downtrend,20.8906,1.7913,-5.0874,2026-05-07 23:23:20
2025-11-18,AAPL,US,269.7376,270.4569,265.072,267.19,45677300,-0.0075,-0.2871,270.9479,270.5743,Below,Downtrend,19.0713,2.0315,1.4638,2026-05-07 23:23:20
2025-11-19,AAPL,US,265.2818,271.9555,265.2518,268.3089,40424500,0.4188,0.1305,270.8237,270.3226,Below,Downtrend,19.0336,2.5273,-11.4998,2026-05-07 23:23:20
2025-11-20,AAPL,US,270.5768,275.1725,265.6714,266.0011,45823600,-0.8601,-0.7308,269.5392,269.8905,Below,Downtrend,11.5101,3.5763,13.356,2026-05-07 23:23:20
2025-11-21,AAPL,US,265.7014,273.0745,265.4216,271.2362,59030800,1.9681,1.2229,269.2566,270.0128,Above,Uptrend,18.4429,2.8833,28.8218,2026-05-07 23:23:20
2025-11-24,AAPL,US,270.6468,276.7411,270.6468,275.6621,65585800,1.6318,2.8746,269.6805,270.4836,Above,Uptrend,21.1076,2.2518,11.1044,2026-05-07 23:23:20
2025-11-25,AAPL,US,275.0127,280.1179,274.9927,276.7111,46914200,0.3805,3.2661,270.3313,270.9626,Above,Uptrend,20.978,1.8638,-28.469,2026-05-07 23:23:20
2025-11-26,AAPL,US,276.7011,279.2687,276.3714,277.2905,33431400,0.2094,3.4823,271.7714,271.4146,Above,Uptrend,15.3917,1.0483,-28.7393,2026-05-07 23:23:20
2025-11-28,AAPL,US,277.0008,278.7392,275.732,278.5893,20135600,0.4684,3.967,273.3999,271.8929,Above,Uptrend,14.9465,1.0906,-39.7704,2026-05-07 23:23:20
2025-12-01,AAPL,US,277.7501,283.1551,275.8819,282.8354,46587700,1.5241,5.5516,275.4751,272.5768,Above,Uptrend,15.8219,2.6363,131.3698,2026-05-07 23:23:20
2025-12-02,AAPL,US,282.7354,287.1313,282.3658,285.9225,53669500,1.0915,6.7037,278.321,273.3619,Above,Uptrend,11.0363,1.6877,15.201,2026-05-07 23:23:20
2025-12-03,AAPL,US,285.9325,288.3502,283.0352,283.8844,43538700,-0.7128,5.9431,280.1279,273.9464,Above,Uptrend,13.0897,1.8779,-18.8763,2026-05-07 23:23:20
2025-12-04,AAPL,US,283.8344,284.4638,278.3295,280.4376,43989100,-1.2141,4.6568,280.8101,274.2881,Below,Uptrend,15.1552,2.204,1.0345,2026-05-07 23:23:20
2025-12-05,AAPL,US,280.2777,280.8772,277.7901,278.5194,47265800,-0.684,3.9409,281.0684,274.4996,Below,Uptrend,16.0862,1.1113,7.4489,2026-05-07 23:23:20
2025-12-08,AAPL,US,277.87,279.4086,275.8918,277.6302,38211800,-0.3192,3.6091,281.117,274.6487,Below,Uptrend,16.2437,1.2747,-19.1555,2026-05-07 23:23:20
2025-12-09,AAPL,US,277.9,279.7682,276.6611,276.9209,32193300,-0.2555,3.3444,280.8786,274.752,Below,Uptrend,15.9868,1.1231,-15.7504,2026-05-07 23:23:20
2025-12-10,AAPL,US,277.4903,279.4885,276.1816,278.5194,33038300,0.5772,3.9409,280.262,274.9158,Below,Uptrend,12.6551,1.1974,2.6248,2026-05-07 23:23:20
2025-12-11,AAPL,US,278.8391,279.3286,273.554,277.7701,33248000,-0.269,3.6613,279.0974,275.0347,Below,Uptrend,8.791,2.111,0.6347,2026-05-07 23:23:20
2025-12-12,AAPL,US,277.6402,278.959,276.5612,278.0199,39532900,0.0899,3.7545,278.2596,275.1541,Below,Uptrend,8.9517,0.867,18.9031,2026-05-07 23:23:20
2025-12-15,AAPL,US,279.8881,279.8881,272.5849,273.8537,50409100,-1.4985,2.1998,277.3191,275.1041,Below,Downtrend,10.2453,2.6792,27.5118,2026-05-07 23:23:20
2025-12-16,AAPL,US,272.565,275.2425,271.5359,274.3533,37648600,0.1824,2.3862,276.7239,275.0763,Below,Downtrend,10.3314,1.365,-25.3139,2026-05-07 23:23:20
2025-12-17,AAPL,US,274.7529,275.9018,271.3861,271.5859,50138700,-1.0087,1.3534,275.8604,274.9517,Below,Downtrend,11.4012,1.664,33.1755,2026-05-07 23:23:20
2025-12-18,AAPL,US,273.3542,273.3742,266.7005,271.9355,51630700,0.1288,1.4839,275.1483,274.8476,Below,Downtrend,11.7098,2.5023,2.9757,2026-05-07 23:23:20
2025-12-19,AAPL,US,271.8956,274.3433,269.6477,273.4142,144632000,0.5437,2.0357,274.4189,274.7999,Below,Downtrend,11.6109,1.7414,180.1279,2026-05-07 23:23:20
2025-12-22,AAPL,US,272.6049,273.624,270.2571,270.7167,36571800,-0.9866,1.029,273.4113,274.8918,Below,Downtrend,12.4014,1.2458,-74.7139,2026-05-07 23:23:20
2025-12-23,AAPL,US,270.5868,272.2453,269.308,272.1054,29642000,0.513,1.5473,272.5664,274.9894,Below,Downtrend,13.2806,1.0907,-18.9485,2026-05-07 23:23:20
2025-12-24,AAPL,US,272.0854,275.1725,271.9455,273.554,17910600,0.5324,2.0879,272.5236,274.9414,Above,Downtrend,11.0013,1.1866,-39.577,2026-05-07 23:23:20
2025-12-26,AAPL,US,273.9037,275.1126,272.6049,273.1444,21521800,-0.1497,1.9351,272.3509,274.9391,Above,Downtrend,10.9331,0.9199,20.1624,2026-05-07 23:23:20
2025-12-29,AAPL,US,272.4351,274.1035,272.0954,273.5041,23715200,0.1317,2.0693,272.6249,274.966,Above,Downtrend,8.6931,0.738,10.1915,2026-05-07 23:23:20
2025-12-30,AAPL,US,272.555,273.8238,272.0255,272.8247,22139600,-0.2484,1.8157,272.7519,274.9884,Above,Downtrend,8.9353,0.6611,-6.6438,2026-05-07 23:23:20
2025-12-31,AAPL,US,272.8047,273.4241,271.496,271.6058,27293600,-0.4468,1.3609,272.4936,275.1349,Below,Downtrend,8.5972,0.7102,23.2796,2026-05-07 23:23:20
2026-01-02,AAPL,US,272.0055,277.5803,268.7485,270.7567,37838100,-0.3127,1.044,272.4993,275.2538,Below,Downtrend,6.3011,3.2862,38.6336,2026-05-07 23:23:20
2026-01-05,AAPL,US,270.387,271.2562,265.8912,267.0102,45647200,-1.3837,-0.3542,271.7714,275.2105,Below,Downtrend,9.3769,2.0177,20.6382,2026-05-07 23:23:20
2026-01-06,AAPL,US,266.7504,267.2999,261.8749,262.1147,52352100,-1.8334,-2.1811,270.1372,275.0809,Below,Downtrend,11.4162,2.0716,14.6885,2026-05-07 23:23:20
2026-01-07,AAPL,US,262.954,263.4335,259.5671,260.0866,48309800,-0.7737,-2.938,268.2718,274.7093,Below,Downtrend,10.9737,1.4895,-7.7214,2026-05-07 23:23:20
2026-01-08,AAPL,US,256.7797,259.0476,255.461,258.7979,50419300,-0.4955,-3.419,266.1709,274.1471,Below,Downtrend,9.5402,1.404,4.3666,2026-05-07 23:23:20
2026-01-09,AAPL,US,258.8378,259.9667,255.9805,259.1275,39997000,0.1274,-3.2959,264.2142,273.561,Below,Downtrend,10.6318,1.5573,-20.6713,2026-05-07 23:23:20
2026-01-12,AAPL,US,258.9177,261.0557,256.5599,260.0067,45263800,0.3393,-2.9678,262.5572,272.9849,Below,Downtrend,12.4121,1.7523,13.168,2026-05-07 23:23:20
2026-01-13,AAPL,US,258.4781,261.5652,258.1485,260.8059,45730800,0.3074,-2.6696,261.1356,272.3921,Below,Downtrend,13.5591,1.3236,1.0317,2026-05-07 23:23:20
2026-01-14,AAPL,US,259.2474,261.5753,256.47,259.717,40019400,-0.4175,-3.0759,260.0938,271.6215,Below,Downtrend,12.1736,1.9906,-12.4892,2026-05-07 23:23:20
2026-01-15,AAPL,US,260.4063,260.796,256.8097,257.9686,39388600,-0.6732,-3.7284,259.5015,270.6897,Below,Downtrend,7.4971,1.5522,-1.5762,2026-05-07 23:23:20
2026-01-16,AAPL,US,257.6589,258.658,254.6917,255.2911,72142800,-1.0379,-4.7276,258.8164,269.7366,Below,Downtrend,8.4179,1.5573,83.1565,2026-05-07 23:23:20
2026-01-20,AAPL,US,252.4937,254.5518,243.1924,246.4694,80267500,-3.4556,-8.0198,257.0552,268.6043,Below,Downtrend,21.0661,4.6709,11.262,2026-05-07 23:23:20
2026-01-21,AAPL,US,248.4675,251.3248,244.9508,247.4185,54641700,0.3851,-7.6656,255.3825,267.5676,Below,Downtrend,21.5361,2.6022,-31.9255,2026-05-07 23:23:20
2026-01-22,AAPL,US,248.967,250.7654,247.918,248.1178,39708300,0.2827,-7.4046,253.684,266.5839,Below,Downtrend,21.4292,1.1485,-27.3297,2026-05-07 23:23:20
2026-01-23,AAPL,US,247.0888,249.1769,244.4513,247.8081,41689000,-0.1248,-7.5202,251.8272,265.6135,Below,Downtrend,20.7574,1.9331,4.9881,2026-05-07 23:23:20
2026-01-26,AAPL,US,251.2449,256.3202,249.5665,255.1712,55969200,2.9713,-4.7724,251.1778,264.8352,Above,Downtrend,30.5033,2.7062,34.2541,2026-05-07 23:23:20
2026-01-27,AAPL,US,258.9277,261.7051,257.9686,258.0285,49648300,1.1198,-3.7061,251.1864,264.1771,Above,Downtrend,31.3105,1.4484,-11.2935,2026-05-07 23:23:20
2026-01-28,AAPL,US,257.4091,258.618,254.2721,256.2003,41288000,-0.7085,-4.3883,251.3163,263.4498,Above,Downtrend,30.9028,1.7092,-16.839,2026-05-07 23:23:20
2026-01-29,AAPL,US,257.7588,259.4073,254.1722,258.0385,67253000,0.7175,-3.7023,252.969,262.9226,Above,Downtrend,18.6298,2.0597,62.8875,2026-05-07 23:23:20
2026-01-30,AAPL,US,254.9314,261.6551,251.9442,259.2374,92443400,0.4646,-3.2549,254.6574,262.4188,Above,Downtrend,18.586,3.8544,37.4562,2026-05-07 23:23:20
2026-02-02,AAPL,US,259.7869,270.2371,258.9677,269.7576,73913400,4.0581,0.6711,257.7488,262.3578,Above,Uptrend,27.0975,4.3517,-20.0447,2026-05-07 23:23:20
2026-02-03,AAPL,US,268.9484,271.6258,267.3598,269.2281,64394700,-0.1963,0.4735,260.8088,262.2676,Above,Uptrend,27.2488,1.5956,-12.8782,2026-05-07 23:23:20
2026-02-04,AAPL,US,272.0355,278.6892,272.0355,276.2315,90545700,2.6013,3.0871,263.8174,262.3615,Above,Uptrend,26.3152,2.4459,40.6105,2026-05-07 23:23:20
2026-02-05,AAPL,US,277.87,279.2387,272.9746,275.6521,52977400,-0.2098,2.8709,266.3351,262.526,Above,Uptrend,27.5609,2.2948,-41.491,2026-05-07 23:23:20
2026-02-06,AAPL,US,276.8609,280.6474,276.6711,277.86,50453400,0.801,3.6949,269.4293,262.7178,Above,Uptrend,25.0986,1.4372,-4.7643,2026-05-07 23:23:20
2026-02-09,AAPL,US,277.91,278.2,271.7,274.62,44623400,-1.1661,2.4857,271.7981,262.7534,Above,Uptrend,28.815,2.3923,-11.5552,2026-05-07 23:23:20
2026-02-10,AAPL,US,274.89,275.37,272.94,273.68,34376900,-0.3423,2.1349,273.8613,262.7712,Below,Uptrend,29.7282,0.8903,-22.9622,2026-05-07 23:23:20
2026-02-11,AAPL,US,274.7,280.18,274.45,275.5,51931300,0.665,2.8141,274.6817,262.8378,Above,Uptrend,19.1679,2.0878,51.0645,2026-05-07 23:23:20
2026-02-12,AAPL,US,275.59,275.72,260.18,261.73,81077200,-4.9982,-2.3247,273.6105,262.4679,Below,Downtrend,37.4263,5.9728,56.124,2026-05-07 23:23:20
2026-02-13,AAPL,US,262.01,262.23,255.45,255.78,56290700,-2.2733,-4.5452,270.6889,261.9404,Below,Downtrend,32.1879,2.6541,-30.5715,2026-05-07 23:23:20
2026-02-17,AAPL,US,258.05,266.29,255.54,263.88,58469100,3.1668,-1.5223,269.0071,261.7112,Below,Uptrend,41.1321,4.2068,3.8699,2026-05-07 23:23:20
2026-02-18,AAPL,US,263.6,266.82,262.45,264.35,34203300,0.1781,-1.3469,267.0771,261.6225,Below,Uptrend,40.4093,1.6651,-41.5019,2026-05-07 23:23:20
2026-02-19,AAPL,US,262.6,264.48,260.05,260.58,30845300,-1.4261,-2.7539,265.0714,261.5713,Below,Downtrend,40.5701,1.7035,-9.8178,2026-05-07 23:23:20
2026-02-20,AAPL,US,258.97,264.75,258.16,264.58,42070500,1.535,-1.2611,263.7714,261.7211,Above,Uptrend,42.8036,2.5527,36.3919,2026-05-07 23:23:20
2026-02-23,AAPL,US,263.49,269.43,263.38,266.18,37308200,0.6047,-0.664,262.44,261.9672,Above,Uptrend,42.7392,2.2971,-11.3198,2026-05-07 23:23:20
2026-02-24,AAPL,US,267.86,274.89,267.71,272.14,47014600,2.2391,1.5602,263.9271,262.4009,Above,Uptrend,30.8665,2.682,26.0168,2026-05-07 23:23:20
2026-02-25,AAPL,US,271.78,274.94,271.05,274.23,33714300,0.768,2.3402,266.5629,262.8751,Above,Uptrend,23.6238,1.4352,-28.2897,2026-05-07 23:23:20
2026-02-26,AAPL,US,274.95,276.11,270.8,272.95,32345100,-0.4668,1.8625,267.8586,263.2799,Above,Uptrend,19.3623,1.9609,-4.0612,2026-05-07 23:23:20
2026-02-27,AAPL,US,272.81,272.81,262.89,264.18,72366500,-3.213,-1.4104,267.8343,263.4286,Below,Uptrend,29.6281,3.7734,123.7325,2026-05-07 23:23:20
2026-03-02,AAPL,US,262.41,266.53,260.2,264.72,41827900,0.2044,-1.2089,268.4257,263.6537,Below,Uptrend,27.882,2.4327,-42.1999,2026-05-07 23:23:20
2026-03-03,AAPL,US,263.48,265.56,260.13,263.75,38568900,-0.3664,-1.5709,268.3071,263.9356,Below,Downtrend,26.4674,2.0874,-7.7915,2026-05-07 23:23:20
2026-03-04,AAPL,US,264.65,266.15,261.42,262.52,39803100,-0.4664,-2.0299,267.7843,264.4707,Below,Downtrend,26.1621,1.8093,3.2,2026-05-07 23:23:20
2026-03-05,AAPL,US,260.79,261.56,257.25,260.29,49658600,-0.8495,-2.8621,266.0914,264.8997,Below,Downtrend,19.9684,1.6754,24.7606,2026-05-07 23:23:20
2026-03-06,AAPL,US,258.63,258.77,254.37,257.46,41120000,-1.0873,-3.9182,263.6957,265.2111,Below,Downtrend,17.471,1.7298,-17.1946,2026-05-07 23:23:20
2026-03-09,AAPL,US,255.69,261.15,253.68,259.88,38218500,0.94,-3.0151,261.8286,265.6135,Below,Downtrend,20.6577,2.9447,-7.0562,2026-05-07 23:23:20
2026-03-10,AAPL,US,257.65,262.48,256.95,260.83,30590800,0.3655,-2.6606,261.35,265.8021,Below,Downtrend,11.3879,2.1522,-19.9581,2026-05-07 23:23:20
2026-03-11,AAPL,US,261.09,262.13,259.55,260.81,26218900,-0.0077,-2.668,260.7914,265.8948,Above,Downtrend,11.156,0.994,-14.2916,2026-05-07 23:23:20
2026-03-12,AAPL,US,258.66,258.95,254.18,255.76,40794000,-1.9363,-4.5527,259.65,265.8802,Below,Downtrend,15.2896,1.8766,55.5901,2026-05-07 23:23:20
2026-03-13,AAPL,US,255.48,256.33,249.52,250.12,36930000,-2.2052,-6.6575,257.8786,265.6162,Below,Downtrend,18.6353,2.7292,-9.472,2026-05-07 23:23:20
2026-03-16,AAPL,US,252.11,253.89,249.88,252.82,32074200,1.0795,-5.6498,256.8114,265.4023,Below,Downtrend,21.3128,1.6048,-13.1487,2026-05-07 23:23:20
2026-03-17,AAPL,US,252.96,255.13,252.18,254.23,32361600,0.5577,-5.1236,256.35,264.8847,Below,Downtrend,21.3939,1.1698,0.896,2026-05-07 23:23:20
2026-03-18,AAPL,US,252.63,254.94,249.0,249.94,35757900,-1.6874,-6.7246,254.93,264.2418,Below,Downtrend,21.4646,2.3855,10.4948,2026-05-07 23:23:20
2026-03-19,AAPL,US,249.4,251.83,247.3,248.96,34864100,-0.3921,-7.0904,253.2343,263.3327,Below,Downtrend,20.5736,1.8318,-2.4996,2026-05-07 23:23:20
2026-03-20,AAPL,US,247.98,249.2,246.0,247.99,88331100,-0.3896,-7.4523,251.4029,262.4107,Below,Downtrend,20.1923,1.3008,153.3583,2026-05-07 23:23:20
2026-03-23,AAPL,US,253.97,254.6,250.28,251.49,40546100,1.4113,-6.1462,250.7929,261.5317,Above,Downtrend,21.598,1.7261,-54.0976,2026-05-07 23:23:20
2026-03-24,AAPL,US,250.35,254.83,249.55,251.64,45152300,0.0596,-6.0902,251.01,260.7657,Above,Downtrend,16.607,2.1158,11.3604,2026-05-07 23:23:20
2026-03-25,AAPL,US,254.1,255.0,251.6,252.62,28476700,0.3894,-5.7245,250.9814,260.0637,Above,Downtrend,15.351,1.3513,-36.9319,2026-05-07 23:23:20
2026-03-26,AAPL,US,252.12,257.0,250.77,252.89,41796700,0.1069,-5.6237,250.79,259.31,Above,Downtrend,14.8854,2.4843,46.7751,2026-05-07 23:23:20
2026-03-27,AAPL,US,253.9,255.49,248.07,248.8,47900000,-1.6173,-7.1501,250.6271,258.879,Below,Downtrend,14.5682,2.9911,14.6023,2026-05-07 23:23:20
2026-03-30,AAPL,US,250.07,250.87,245.51,246.63,39446200,-0.8722,-7.9599,250.2943,258.574,Below,Downtrend,15.2923,2.1832,-17.6489,2026-05-07 23:23:20
2026-03-31,AAPL,US,247.91,255.48,247.1,253.79,49598100,2.9031,-5.2878,251.1229,258.2377,Above,Downtrend,23.504,3.3913,25.7361,2026-05-07 23:23:20
2026-04-01,AAPL,US,254.08,256.18,253.33,255.63,40059400,0.725,-4.6012,251.7143,257.947,Above,Downtrend,22.5308,1.125,-19.232,2026-05-07 23:23:20
2026-04-02,AAPL,US,254.2,256.13,250.65,255.92,31289400,0.1134,-4.4929,252.3257,257.7917,Above,Downtrend,22.5148,2.1863,-21.8925,2026-05-07 23:23:20
2026-04-06,AAPL,US,256.51,262.16,256.46,258.86,29329900,1.1488,-3.3958,253.2171,257.601,Above,Uptrend,23.1643,2.2226,-6.2625,2026-05-07 23:23:20
2026-04-07,AAPL,US,256.16,256.2,245.7,253.5,62148000,-2.0706,-5.3961,253.3043,257.1783,Above,Downtrend,27.4455,4.2735,111.893,2026-05-07 23:23:20
2026-04-08,AAPL,US,258.45,259.75,256.53,258.9,41032800,2.1302,-3.3808,254.7471,256.737,Above,Uptrend,27.1084,1.2552,-33.9757,2026-05-07 23:23:20
2026-04-09,AAPL,US,259.0,261.12,256.07,260.49,28121600,0.6141,-2.7875,256.7271,256.279,Above,Uptrend,25.1549,1.9721,-31.4656,2026-05-07 23:23:20
2026-04-10,AAPL,US,259.98,262.19,259.02,260.48,31291500,-0.0038,-2.7912,257.6829,255.8633,Above,Uptrend,20.547,1.2238,11.2721,2026-05-07 23:23:20
2026-04-13,AAPL,US,259.73,260.18,256.66,259.2,36234700,-0.4914,-3.2689,258.1929,255.6973,Above,Uptrend,20.9798,1.3715,15.7973,2026-05-07 23:23:20
2026-04-14,AAPL,US,259.25,261.93,257.19,258.83,48370700,-0.1428,-3.407,258.6086,255.501,Above,Uptrend,21.0832,1.843,33.4928,2026-05-07 23:23:20
2026-04-15,AAPL,US,258.16,266.56,257.81,266.43,49913500,2.9363,-0.5707,259.69,255.5903,Above,Uptrend,26.5822,3.394,3.1895,2026-05-07 23:23:20
2026-04-16,AAPL,US,266.8,267.16,261.27,263.4,43323100,-1.1373,-1.7015,261.1043,255.6197,Above,Uptrend,23.2883,2.2544,-13.2036,2026-05-07 23:23:20
2026-04-17,AAPL,US,266.96,272.3,266.72,270.23,61436200,2.593,0.8474,262.7229,255.951,Above,Uptrend,24.7222,2.0921,41.8093,2026-05-07 23:23:20
2026-04-20,AAPL,US,270.33,274.28,270.29,273.05,36590200,1.0435,1.8998,264.5171,256.4707,Above,Uptrend,24.8489,1.4762,-40.442,2026-05-07 23:23:20
2026-04-21,AAPL,US,271.5,272.8,265.4,266.17,50209800,-2.5197,-0.6677,265.33,256.6803,Above,Uptrend,31.4798,2.7882,37.222,2026-05-07 23:23:20
2026-04-22,AAPL,US,267.82,273.74,266.87,273.17,43249200,2.6299,1.9446,267.3257,257.0917,Above,Uptrend,33.5769,2.5743,-13.863,2026-05-07 23:23:20
2026-04-23,AAPL,US,275.05,275.77,271.65,273.43,33399600,0.0952,2.0416,269.4114,257.5123,Above,Uptrend,33.3341,1.5167,-22.7741,2026-05-07 23:23:20
2026-04-24,AAPL,US,272.76,273.06,269.65,271.06,38157100,-0.8668,1.1572,270.0729,258.0223,Above,Uptrend,30.8425,1.2646,14.2442,2026-05-07 23:23:20
2026-04-27,AAPL,US,266.09,268.36,265.07,267.61,41466800,-1.2728,-0.1303,270.6743,258.6053,Below,Uptrend,31.1104,1.2412,8.6739,2026-05-07 23:23:20
2026-04-28,AAPL,US,272.34,273.23,268.66,270.71,40018900,1.1584,1.0265,270.7429,259.2017,Below,Uptrend,27.5459,1.701,-3.4917,2026-05-07 23:23:20
2026-04-29,AAPL,US,267.55,271.04,267.04,270.17,30047900,-0.1995,0.825,270.3314,259.733,Below,Uptrend,26.6352,1.4979,-24.9157,2026-05-07 23:23:20
2026-04-30,AAPL,US,270.5,276.0,268.14,271.35,91848200,0.4368,1.2654,271.0714,260.4467,Above,Uptrend,20.8075,2.9313,205.6726,2026-05-07 23:23:20
2026-05-01,AAPL,US,278.86,287.22,278.37,280.14,79915400,3.2394,4.5457,272.0671,261.486,Above,Uptrend,23.8007,3.1792,-12.9919,2026-05-07 23:23:20
2026-05-04,AAPL,US,279.66,280.63,274.86,276.83,46668400,-1.1816,3.3105,272.5529,262.4473,Above,Uptrend,25.5859,2.0993,-41.6027,2026-05-07 23:23:20
2026-05-05,AAPL,US,276.93,284.57,276.5,284.18,49311700,2.6551,6.0534,274.4271,263.537,Above,Uptrend,28.0928,2.9186,5.664,2026-05-07 23:23:20
2026-05-06,AAPL,US,281.92,288.03,281.07,287.51,58259700,1.1718,7.2962,277.27,264.7327,Above,Uptrend,24.5179,2.4762,18.1458,2026-05-07 23:23:20
2026-05-07,AAPL,US,289.27,292.13,287.9,288.16,23911257,0.2261,7.5387,279.7629,265.9173,Above,Uptrend,24.963,1.4693,-58.9575,2026-05-07 23:23:20
2025-11-07,ADANIENT.NS,India NSE,2315.0,2402.5,2291.3999,2369.3999,2232889,,0.0,2369.3999,2369.3999,Below,Downtrend,,4.8486,,2026-05-07 23:23:38
2025-11-10,ADANIENT.NS,India NSE,2308.2471,2315.1304,2291.8628,2298.3582,577428,-2.9983,-2.9983,2333.879,2333.879,Below,Downtrend,,1.0152,-74.1399,2026-05-07 23:23:38
2025-11-11,ADANIENT.NS,India NSE,2295.7407,2306.3081,2267.1409,2294.5771,654132,-0.1645,-3.1579,2320.7784,2320.7784,Below,Downtrend,31.8092,1.7276,13.2837,2026-05-07 23:23:38
2025-11-12,ADANIENT.NS,India NSE,2311.2524,2440.6787,2288.9543,2408.6855,6895852,4.973,1.658,2342.7552,2342.7552,Above,Uptrend,64.1446,6.6285,954.1988,2026-05-07 23:23:38
2025-11-13,ADANIENT.NS,India NSE,2425.6516,2447.9497,2392.7861,2412.2727,2791508,0.1489,1.8094,2356.6587,2356.6587,Above,Uptrend,52.4979,2.3054,-59.519,2026-05-07 23:23:38
2025-11-14,ADANIENT.NS,India NSE,2423.7126,2475.7739,2405.2925,2440.0,4637753,1.1494,2.9797,2370.5489,2370.5489,Above,Uptrend,45.7051,2.9303,66.1379,2026-05-07 23:23:38
2025-11-17,ADANIENT.NS,India NSE,2460.0,2474.8999,2421.0,2462.0,2672697,0.9016,3.9082,2383.6134,2383.6134,Above,Uptrend,40.9201,2.2263,-42.3709,2026-05-07 23:23:38
2025-11-18,ADANIENT.NS,India NSE,2462.0,2478.6001,2434.3,2436.8,1245215,-1.0236,2.8446,2393.2419,2390.2617,Above,Uptrend,38.7096,1.8198,-53.4098,2026-05-07 23:23:38
2025-11-19,ADANIENT.NS,India NSE,2446.5,2449.8999,2413.8999,2433.1001,774785,-0.1518,2.6885,2412.4908,2395.0215,Above,Uptrend,31.1641,1.4914,-37.779,2026-05-07 23:23:38
2025-11-20,ADANIENT.NS,India NSE,2450.1001,2478.8999,2440.3999,2446.1001,1526556,0.5343,3.2371,2434.1369,2400.1294,Above,Uptrend,30.4993,1.5776,97.0296,2026-05-07 23:23:38
2025-11-21,ADANIENT.NS,India NSE,2450.0,2456.2,2418.0,2422.3,547541,-0.973,2.2326,2436.0819,2402.1449,Below,Uptrend,13.6098,1.5798,-64.1323,2026-05-07 23:23:38
2025-11-24,ADANIENT.NS,India NSE,2426.2,2432.3,2393.1001,2399.2,691419,-0.9536,1.2577,2434.2143,2401.8995,Below,Downtrend,14.9315,1.638,26.2771,2026-05-07 23:23:38
2025-11-25,ADANIENT.NS,India NSE,2400.8999,2407.7,2325.3,2332.8999,2223715,-2.7634,-1.5405,2418.9143,2396.5918,Below,Downtrend,19.2892,3.5436,221.6161,2026-05-07 23:23:38
2025-11-26,ADANIENT.NS,India NSE,2321.2,2357.0,2310.0,2315.0,1026965,-0.7673,-2.2959,2397.9143,2390.7638,Below,Downtrend,16.0385,2.0346,-53.8176,2026-05-07 23:23:38
2025-11-27,ADANIENT.NS,India NSE,2310.0,2320.5,2243.0,2255.0,1474038,-2.5918,-4.8282,2371.9429,2381.7129,Below,Downtrend,19.1269,3.4552,43.5334,2026-05-07 23:23:38
2025-11-28,ADANIENT.NS,India NSE,2267.1001,2331.0,2247.8,2280.2,3037620,1.1175,-3.7647,2350.1,2375.3683,Below,Downtrend,22.9005,3.7014,106.0747,2026-05-07 23:23:38
2025-12-01,ADANIENT.NS,India NSE,2300.0,2304.0,2257.0,2262.0,1313265,-0.7982,-4.5328,2323.8,2368.6996,Below,Downtrend,20.646,2.0824,-56.7666,2026-05-07 23:23:38
2025-12-02,ADANIENT.NS,India NSE,2255.0,2267.2,2232.2,2239.6001,1035354,-0.9903,-5.4782,2297.7,2361.5274,Below,Downtrend,20.6417,1.568,-21.1618,2026-05-07 23:23:38
2025-12-03,ADANIENT.NS,India NSE,2240.0,2245.0,2172.2,2189.8,1643852,-2.2236,-7.58,2267.7857,2352.4891,Below,Downtrend,21.6289,3.3514,58.772,2026-05-07 23:23:38
2025-12-04,ADANIENT.NS,India NSE,2188.0,2231.7,2183.3999,2217.8999,2522821,1.2832,-6.394,2251.3571,2345.7597,Below,Downtrend,23.5764,2.2121,53.4701,2026-05-07 23:23:38
2025-12-05,ADANIENT.NS,India NSE,2217.8999,2268.6001,2202.8999,2265.3999,2400781,2.1417,-4.3893,2244.2714,2341.933,Above,Downtrend,29.0946,2.9824,-4.8374,2026-05-07 23:23:38
