Date,Open,High,Low,Close,Volume,Stock,Extracted_At
2026-02-02,259.7869174093499,270.2371306501278,258.9676766447768,269.7575988769531,73913400,AAPL,2026-05-07 23:23:20
2026-02-03,268.9483513556569,271.6258386480508,267.3598109321867,269.22808837890625,64394700,AAPL,2026-05-07 23:23:20
2026-02-04,272.03545112075,278.68922850453845,272.03545112075,276.23150634765625,90545700,AAPL,2026-05-07 23:23:20
2026-02-05,277.86999494352693,279.2387093202658,272.97458180817284,275.6520690917969,52977400,AAPL,2026-05-07 23:23:20
2026-02-06,276.8609202349588,280.6473855638201,276.67109542368036,277.8599853515625,50453400,AAPL,2026-05-07 23:23:20
2026-02-09,277.9100036621094,278.20001220703125,271.70001220703125,274.6199951171875,44623400,AAPL,2026-05-07 23:23:20
2026-02-10,274.8900146484375,275.3699951171875,272.94000244140625,273.67999267578125,34376900,AAPL,2026-05-07 23:23:20
2026-02-11,274.70001220703125,280.17999267578125,274.45001220703125,275.5,51931300,AAPL,2026-05-07 23:23:20
2026-02-12,275.5899963378906,275.7200012207031,260.17999267578125,261.7300109863281,81077200,AAPL,2026-05-07 23:23:20
2026-02-13,262.010009765625,262.2300109863281,255.4499969482422,255.77999877929688,56290700,AAPL,2026-05-07 23:23:20
2026-02-17,258.04998779296875,266.2900085449219,255.5399932861328,263.8800048828125,58469100,AAPL,2026-05-07 23:23:20
2026-02-18,263.6000061035156,266.82000732421875,262.45001220703125,264.3500061035156,34203300,AAPL,2026-05-07 23:23:20
2026-02-19,262.6000061035156,264.4800109863281,260.04998779296875,260.5799865722656,30845300,AAPL,2026-05-07 23:23:20
2026-02-20,258.9700012207031,264.75,258.1600036621094,264.5799865722656,42070500,AAPL,2026-05-07 23:23:20
2026-02-23,263.489990234375,269.42999267578125,263.3800048828125,266.17999267578125,37308200,AAPL,2026-05-07 23:23:20
2026-02-24,267.8599853515625,274.8900146484375,267.7099914550781,272.1400146484375,47014600,AAPL,2026-05-07 23:23:20
2026-02-25,271.7799987792969,274.94000244140625,271.04998779296875,274.2300109863281,33714300,AAPL,2026-05-07 23:23:20
2026-02-26,274.95001220703125,276.1099853515625,270.79998779296875,272.95001220703125,32345100,AAPL,2026-05-07 23:23:20
2026-02-27,272.80999755859375,272.80999755859375,262.8900146484375,264.17999267578125,72366500,AAPL,2026-05-07 23:23:20
2026-03-02,262.4100036621094,266.5299987792969,260.20001220703125,264.7200012207031,41827900,AAPL,2026-05-07 23:23:20
2026-03-03,263.4800109863281,265.55999755859375,260.1300048828125,263.75,38568900,AAPL,2026-05-07 23:23:20
2026-03-04,264.6499938964844,266.1499938964844,261.4200134277344,262.5199890136719,39803100,AAPL,2026-05-07 23:23:20
2026-03-05,260.7900085449219,261.55999755859375,257.25,260.2900085449219,49658600,AAPL,2026-05-07 23:23:20
2026-03-06,258.6300048828125,258.7699890136719,254.3699951171875,257.4599914550781,41120000,AAPL,2026-05-07 23:23:20
2026-03-09,255.69000244140625,261.1499938964844,253.67999267578125,259.8800048828125,38218500,AAPL,2026-05-07 23:23:20
2026-03-10,257.6499938964844,262.4800109863281,256.95001220703125,260.8299865722656,30590800,AAPL,2026-05-07 23:23:20
2026-03-11,261.0899963378906,262.1300048828125,259.54998779296875,260.80999755859375,26218900,AAPL,2026-05-07 23:23:20
2026-03-12,258.6600036621094,258.95001220703125,254.17999267578125,255.75999450683594,40794000,AAPL,2026-05-07 23:23:20
2026-03-13,255.47999572753906,256.3299865722656,249.52000427246094,250.1199951171875,36930000,AAPL,2026-05-07 23:23:20
2026-03-16,252.11000061035156,253.88999938964844,249.8800048828125,252.82000732421875,32074200,AAPL,2026-05-07 23:23:20
2026-03-17,252.9600067138672,255.1300048828125,252.17999267578125,254.22999572753906,32361600,AAPL,2026-05-07 23:23:20
2026-03-18,252.6300048828125,254.94000244140625,249.0,249.94000244140625,35757900,AAPL,2026-05-07 23:23:20
2026-03-19,249.39999389648438,251.8300018310547,247.3000030517578,248.9600067138672,34864100,AAPL,2026-05-07 23:23:20
2026-03-20,247.97999572753906,249.1999969482422,246.0,247.99000549316406,88331100,AAPL,2026-05-07 23:23:20
2026-03-23,253.97000122070312,254.60000610351562,250.27999877929688,251.49000549316406,40546100,AAPL,2026-05-07 23:23:20
2026-03-24,250.35000610351562,254.8300018310547,249.5500030517578,251.63999938964844,45152300,AAPL,2026-05-07 23:23:20
2026-03-25,254.10000610351562,255.0,251.60000610351562,252.6199951171875,28476700,AAPL,2026-05-07 23:23:20
2026-03-26,252.1199951171875,257.0,250.77000427246094,252.88999938964844,41796700,AAPL,2026-05-07 23:23:20
2026-03-27,253.89999389648438,255.49000549316406,248.07000732421875,248.8000030517578,47900000,AAPL,2026-05-07 23:23:20
2026-03-30,250.07000732421875,250.8699951171875,245.50999450683594,246.6300048828125,39446200,AAPL,2026-05-07 23:23:20
2026-03-31,247.91000366210938,255.47999572753906,247.10000610351562,253.7899932861328,49598100,AAPL,2026-05-07 23:23:20
2026-04-01,254.0800018310547,256.17999267578125,253.3300018310547,255.6300048828125,40059400,AAPL,2026-05-07 23:23:20
2026-04-02,254.1999969482422,256.1300048828125,250.64999389648438,255.9199981689453,31289400,AAPL,2026-05-07 23:23:20
2026-04-06,256.510009765625,262.1600036621094,256.4599914550781,258.8599853515625,29329900,AAPL,2026-05-07 23:23:20
2026-04-07,256.1600036621094,256.20001220703125,245.6999969482422,253.5,62148000,AAPL,2026-05-07 23:23:20
2026-04-08,258.45001220703125,259.75,256.5299987792969,258.8999938964844,41032800,AAPL,2026-05-07 23:23:20
2026-04-09,259.0,261.1199951171875,256.07000732421875,260.489990234375,28121600,AAPL,2026-05-07 23:23:20
2026-04-10,259.9800109863281,262.19000244140625,259.0199890136719,260.4800109863281,31291500,AAPL,2026-05-07 23:23:20
2026-04-13,259.7300109863281,260.17999267578125,256.6600036621094,259.20001220703125,36234700,AAPL,2026-05-07 23:23:20
2026-04-14,259.25,261.92999267578125,257.19000244140625,258.8299865722656,48370700,AAPL,2026-05-07 23:23:20
2026-04-15,258.1600036621094,266.55999755859375,257.80999755859375,266.42999267578125,49913500,AAPL,2026-05-07 23:23:20
2026-04-16,266.79998779296875,267.1600036621094,261.2699890136719,263.3999938964844,43323100,AAPL,2026-05-07 23:23:20
2026-04-17,266.9599914550781,272.29998779296875,266.7200012207031,270.2300109863281,61436200,AAPL,2026-05-07 23:23:20
2026-04-20,270.3299865722656,274.2799987792969,270.2900085449219,273.04998779296875,36590200,AAPL,2026-05-07 23:23:20
2026-04-21,271.5,272.79998779296875,265.3999938964844,266.1700134277344,50209800,AAPL,2026-05-07 23:23:20
2026-04-22,267.82000732421875,273.739990234375,266.8699951171875,273.1700134277344,43249200,AAPL,2026-05-07 23:23:20
2026-04-23,275.04998779296875,275.7699890136719,271.6499938964844,273.42999267578125,33399600,AAPL,2026-05-07 23:23:20
2026-04-24,272.760009765625,273.05999755859375,269.6499938964844,271.05999755859375,38157100,AAPL,2026-05-07 23:23:20
2026-04-27,266.0899963378906,268.3599853515625,265.07000732421875,267.6099853515625,41466800,AAPL,2026-05-07 23:23:20
2026-04-28,272.3399963378906,273.2300109863281,268.6600036621094,270.7099914550781,40018900,AAPL,2026-05-07 23:23:20
2026-04-29,267.54998779296875,271.0400085449219,267.0400085449219,270.1700134277344,30047900,AAPL,2026-05-07 23:23:20
2026-04-30,270.5,276.0,268.1400146484375,271.3500061035156,91848200,AAPL,2026-05-07 23:23:20
2026-05-01,278.8599853515625,287.2200012207031,278.3699951171875,280.1400146484375,79915400,AAPL,2026-05-07 23:23:20
2026-05-04,279.6600036621094,280.6300048828125,274.8599853515625,276.8299865722656,46668400,AAPL,2026-05-07 23:23:20
2026-05-05,276.92999267578125,284.57000732421875,276.5,284.17999267578125,49311700,AAPL,2026-05-07 23:23:20
2026-05-06,281.9200134277344,288.0299987792969,281.07000732421875,287.510009765625,58259700,AAPL,2026-05-07 23:23:20
2026-05-07,289.2699890136719,292.1300048828125,287.8999938964844,288.1600036621094,23911257,AAPL,2026-05-07 23:23:20
2025-11-07,2315.0,2402.5,2291.39990234375,2369.39990234375,2232889,ADANIENT.NS,2026-05-07 23:23:38
2025-11-10,2308.2470703125,2315.13037109375,2291.86279296875,2298.358154296875,577428,ADANIENT.NS,2026-05-07 23:23:38
2025-11-11,2295.74072265625,2306.30810546875,2267.140869140625,2294.5771484375,654132,ADANIENT.NS,2026-05-07 23:23:38
2025-11-12,2311.25244140625,2440.6787109375,2288.954345703125,2408.685546875,6895852,ADANIENT.NS,2026-05-07 23:23:38
2025-11-13,2425.651611328125,2447.94970703125,2392.7861328125,2412.272705078125,2791508,ADANIENT.NS,2026-05-07 23:23:38
2025-11-14,2423.712646484375,2475.77392578125,2405.29248046875,2440.0,4637753,ADANIENT.NS,2026-05-07 23:23:38
2025-11-17,2460.0,2474.89990234375,2421.0,2462.0,2672697,ADANIENT.NS,2026-05-07 23:23:38
2025-11-18,2462.0,2478.60009765625,2434.300048828125,2436.800048828125,1245215,ADANIENT.NS,2026-05-07 23:23:38
2025-11-19,2446.5,2449.89990234375,2413.89990234375,2433.10009765625,774785,ADANIENT.NS,2026-05-07 23:23:38
2025-11-20,2450.10009765625,2478.89990234375,2440.39990234375,2446.10009765625,1526556,ADANIENT.NS,2026-05-07 23:23:38
2025-11-21,2450.0,2456.199951171875,2418.0,2422.300048828125,547541,ADANIENT.NS,2026-05-07 23:23:38
2025-11-24,2426.199951171875,2432.300048828125,2393.10009765625,2399.199951171875,691419,ADANIENT.NS,2026-05-07 23:23:38
2025-11-25,2400.89990234375,2407.699951171875,2325.300048828125,2332.89990234375,2223715,ADANIENT.NS,2026-05-07 23:23:38
2025-11-26,2321.199951171875,2357.0,2310.0,2315.0,1026965,ADANIENT.NS,2026-05-07 23:23:38
2025-11-27,2310.0,2320.5,2243.0,2255.0,1474038,ADANIENT.NS,2026-05-07 23:23:38
2025-11-28,2267.10009765625,2331.0,2247.800048828125,2280.199951171875,3037620,ADANIENT.NS,2026-05-07 23:23:38
2025-12-01,2300.0,2304.0,2257.0,2262.0,1313265,ADANIENT.NS,2026-05-07 23:23:38
2025-12-02,2255.0,2267.199951171875,2232.199951171875,2239.60009765625,1035354,ADANIENT.NS,2026-05-07 23:23:38
2025-12-03,2240.0,2245.0,2172.199951171875,2189.800048828125,1643852,ADANIENT.NS,2026-05-07 23:23:38
2025-12-04,2188.0,2231.699951171875,2183.39990234375,2217.89990234375,2522821,ADANIENT.NS,2026-05-07 23:23:38
2025-12-05,2217.89990234375,2268.60009765625,2202.89990234375,2265.39990234375,2400781,ADANIENT.NS,2026-05-07 23:23:38
2025-12-08,2265.39990234375,2270.39990234375,2205.0,2216.199951171875,939764,ADANIENT.NS,2026-05-07 23:23:38
2025-12-09,2216.199951171875,2257.0,2178.39990234375,2245.199951171875,1227728,ADANIENT.NS,2026-05-07 23:23:38
2025-12-10,2255.800048828125,2267.5,2204.10009765625,2211.60009765625,935149,ADANIENT.NS,2026-05-07 23:23:38
2025-12-11,2225.0,2293.89990234375,2192.39990234375,2277.699951171875,1519832,ADANIENT.NS,2026-05-07 23:23:38
2025-12-12,2277.699951171875,2296.800048828125,2270.199951171875,2282.39990234375,929199,ADANIENT.NS,2026-05-07 23:23:38
2025-12-15,2282.39990234375,2300.0,2273.0,2278.89990234375,573027,ADANIENT.NS,2026-05-07 23:23:38
2025-12-16,2270.0,2276.800048828125,2232.10009765625,2247.89990234375,654714,ADANIENT.NS,2026-05-07 23:23:38
2025-12-17,2247.60009765625,2255.0,2221.0,2232.5,651509,ADANIENT.NS,2026-05-07 23:23:38
2025-12-18,2236.39990234375,2245.0,2211.10009765625,2229.300048828125,508238,ADANIENT.NS,2026-05-07 23:23:38
2025-12-19,2249.0,2250.0,2210.0,2239.0,880005,ADANIENT.NS,2026-05-07 23:23:38
2025-12-22,2260.0,2274.0,2245.89990234375,2263.5,599195,ADANIENT.NS,2026-05-07 23:23:38
2025-12-23,2272.5,2273.60009765625,2245.0,2248.800048828125,450112,ADANIENT.NS,2026-05-07 23:23:38
2025-12-24,2250.0,2258.800048828125,2217.39990234375,2222.699951171875,825693,ADANIENT.NS,2026-05-07 23:23:38
2025-12-26,2229.300048828125,2250.89990234375,2218.0,2229.89990234375,566237,ADANIENT.NS,2026-05-07 23:23:38
2025-12-29,2232.0,2238.199951171875,2196.0,2203.199951171875,690691,ADANIENT.NS,2026-05-07 23:23:38
2025-12-30,2204.800048828125,2219.0,2195.0,2214.699951171875,935026,ADANIENT.NS,2026-05-07 23:23:38
2025-12-31,2216.300048828125,2246.39990234375,2216.300048828125,2239.699951171875,779141,ADANIENT.NS,2026-05-07 23:23:38
2026-01-01,2249.0,2287.39990234375,2241.0,2260.0,1046220,ADANIENT.NS,2026-05-07 23:23:38
2026-01-02,2260.0,2283.699951171875,2259.0,2279.800048828125,715242,ADANIENT.NS,2026-05-07 23:23:38
2026-01-05,2287.0,2303.89990234375,2274.300048828125,2279.5,696380,ADANIENT.NS,2026-05-07 23:23:38
2026-01-06,2288.89990234375,2290.39990234375,2248.10009765625,2259.10009765625,698294,ADANIENT.NS,2026-05-07 23:23:38
2026-01-07,2265.0,2284.0,2243.0,2274.10009765625,529451,ADANIENT.NS,2026-05-07 23:23:38
2026-01-08,2275.0,2275.89990234375,2205.0,2214.0,792800,ADANIENT.NS,2026-05-07 23:23:38
2026-01-09,2214.10009765625,2216.0,2145.0,2153.699951171875,1570376,ADANIENT.NS,2026-05-07 23:23:38
2026-01-12,2156.60009765625,2180.0,2119.0,2171.60009765625,1257197,ADANIENT.NS,2026-05-07 23:23:38
2026-01-13,2187.800048828125,2187.800048828125,2141.10009765625,2158.5,791556,ADANIENT.NS,2026-05-07 23:23:38
2026-01-14,2156.0,2169.0,2142.0,2153.300048828125,618139,ADANIENT.NS,2026-05-07 23:23:38
2026-01-15,2153.300048828125,2153.300048828125,2153.300048828125,2153.300048828125,0,ADANIENT.NS,2026-05-07 23:23:38
2026-01-16,2162.800048828125,2193.89990234375,2152.10009765625,2157.300048828125,758469,ADANIENT.NS,2026-05-07 23:23:38
2026-01-19,2155.0,2156.800048828125,2123.0,2134.60009765625,749495,ADANIENT.NS,2026-05-07 23:23:38
2026-01-20,2134.0,2139.89990234375,2040.0,2055.10009765625,1160975,ADANIENT.NS,2026-05-07 23:23:38
2026-01-21,2056.5,2068.199951171875,2004.0999755859375,2032.199951171875,1354644,ADANIENT.NS,2026-05-07 23:23:38
2026-01-22,2055.89990234375,2102.89990234375,2051.0,2086.39990234375,942721,ADANIENT.NS,2026-05-07 23:23:38
2026-01-23,2080.5,2082.5,1848.0,1864.199951171875,7492631,ADANIENT.NS,2026-05-07 23:23:38
2026-01-27,1909.0,1973.9000244140625,1893.0,1959.5,5449633,ADANIENT.NS,2026-05-07 23:23:38
2026-01-28,1985.0,2004.0,1952.0,1994.699951171875,2073198,ADANIENT.NS,2026-05-07 23:23:38
2026-01-29,1999.800048828125,2029.0999755859375,1972.0,2019.199951171875,1391239,ADANIENT.NS,2026-05-07 23:23:38
2026-01-30,2005.0,2038.800048828125,1992.199951171875,2020.4000244140625,1230915,ADANIENT.NS,2026-05-07 23:23:38
2026-02-02,1956.5999755859375,2002.199951171875,1934.0,1995.4000244140625,1229270,ADANIENT.NS,2026-05-07 23:23:38
2026-02-03,2150.0,2233.39990234375,2131.10009765625,2202.60009765625,6918581,ADANIENT.NS,2026-05-07 23:23:38
2026-02-04,2220.0,2246.0,2189.199951171875,2228.199951171875,2051918,ADANIENT.NS,2026-05-07 23:23:38
2026-02-05,2232.0,2243.699951171875,2210.0,2236.60009765625,992382,ADANIENT.NS,2026-05-07 23:23:38
2026-02-06,2226.10009765625,2238.0,2200.39990234375,2226.39990234375,933650,ADANIENT.NS,2026-05-07 23:23:38
2026-02-09,2250.0,2288.0,2240.0,2250.10009765625,1650899,ADANIENT.NS,2026-05-07 23:23:38
2026-02-10,2259.0,2268.300048828125,2171.0,2228.39990234375,1670672,ADANIENT.NS,2026-05-07 23:23:38
2026-02-11,2232.89990234375,2237.699951171875,2215.10009765625,2234.39990234375,682320,ADANIENT.NS,2026-05-07 23:23:38
2026-02-12,2229.0,2229.5,2201.0,2211.800048828125,649585,ADANIENT.NS,2026-05-07 23:23:38
2026-02-13,2210.0,2210.0,2124.199951171875,2136.60009765625,1489548,ADANIENT.NS,2026-05-07 23:23:38
2026-02-16,2124.199951171875,2190.89990234375,2103.199951171875,2184.60009765625,1824808,ADANIENT.NS,2026-05-07 23:23:38
2026-02-17,2170.0,2252.0,2170.0,2242.89990234375,1931699,ADANIENT.NS,2026-05-07 23:23:38
2026-02-18,2254.0,2254.0,2188.10009765625,2211.199951171875,1149398,ADANIENT.NS,2026-05-07 23:23:38
2026-02-19,2218.89990234375,2218.89990234375,2151.0,2156.699951171875,1101633,ADANIENT.NS,2026-05-07 23:23:38
2026-02-20,2160.0,2174.39990234375,2152.10009765625,2160.800048828125,738454,ADANIENT.NS,2026-05-07 23:23:38
2026-02-23,2180.0,2203.0,2155.300048828125,2191.0,1103960,ADANIENT.NS,2026-05-07 23:23:38
2026-02-24,2168.60009765625,2204.699951171875,2162.199951171875,2183.0,1152423,ADANIENT.NS,2026-05-07 23:23:38
2026-02-25,2193.199951171875,2237.300048828125,2180.10009765625,2231.699951171875,1474187,ADANIENT.NS,2026-05-07 23:23:38
2026-02-26,2230.0,2232.39990234375,2200.10009765625,2216.39990234375,915342,ADANIENT.NS,2026-05-07 23:23:38
2026-02-27,2210.0,2216.39990234375,2153.0,2161.800048828125,1433096,ADANIENT.NS,2026-05-07 23:23:38
2026-03-02,2093.0,2147.89990234375,2073.699951171875,2124.60009765625,2134522,ADANIENT.NS,2026-05-07 23:23:38
2026-03-04,2104.60009765625,2104.60009765625,2037.5,2076.5,1585848,ADANIENT.NS,2026-05-07 23:23:38
2026-03-05,2094.0,2100.0,2040.0,2089.199951171875,1231524,ADANIENT.NS,2026-05-07 23:23:38
2026-03-06,2079.10009765625,2090.0,2030.199951171875,2039.9000244140625,1696027,ADANIENT.NS,2026-05-07 23:23:38
2026-03-09,1985.0,2006.0,1940.4000244140625,1999.199951171875,1305447,ADANIENT.NS,2026-05-07 23:23:38
2026-03-10,2030.0,2030.0,1982.199951171875,1996.5,1680405,ADANIENT.NS,2026-05-07 23:23:38
2026-03-11,2006.5999755859375,2027.4000244140625,1970.0,1974.699951171875,1088294,ADANIENT.NS,2026-05-07 23:23:38
2026-03-12,1960.0,2026.0,1947.0999755859375,2002.0,1473773,ADANIENT.NS,2026-05-07 23:23:38
2026-03-13,1999.9000244140625,2008.5999755859375,1945.0,1961.0999755859375,1195448,ADANIENT.NS,2026-05-07 23:23:38
2026-03-16,1961.0,1994.800048828125,1946.5999755859375,1978.0,1465828,ADANIENT.NS,2026-05-07 23:23:38
2026-03-17,1989.9000244140625,1990.0,1945.0,1975.4000244140625,1268988,ADANIENT.NS,2026-05-07 23:23:38
2026-03-18,1988.9000244140625,2027.0,1982.199951171875,2007.199951171875,1041095,ADANIENT.NS,2026-05-07 23:23:38
2026-03-19,1984.0,1988.5999755859375,1930.0,1936.800048828125,1510588,ADANIENT.NS,2026-05-07 23:23:38
2026-03-20,1951.0,1974.4000244140625,1919.9000244140625,1927.0999755859375,1175662,ADANIENT.NS,2026-05-07 23:23:38
2026-03-23,1910.0,1910.0999755859375,1820.5,1833.0,2370668,ADANIENT.NS,2026-05-07 23:23:38
2026-03-24,1892.699951171875,1893.0,1813.699951171875,1817.9000244140625,11211381,ADANIENT.NS,2026-05-07 23:23:38
2026-03-25,1847.9000244140625,1911.0,1839.199951171875,1886.5999755859375,2537690,ADANIENT.NS,2026-05-07 23:23:38
2026-03-27,1880.0,1883.199951171875,1816.5,1823.0,2585257,ADANIENT.NS,2026-05-07 23:23:38
2026-03-30,1810.0,1837.800048828125,1753.0,1758.800048828125,2825299,ADANIENT.NS,2026-05-07 23:23:38
2026-04-01,1825.0,1870.0,1803.800048828125,1842.5,2328166,ADANIENT.NS,2026-05-07 23:23:38
2026-04-02,1805.0,1842.9000244140625,1770.0999755859375,1834.199951171875,1830598,ADANIENT.NS,2026-05-07 23:23:38
2026-04-06,1836.9000244140625,1909.0,1802.0999755859375,1902.199951171875,3153437,ADANIENT.NS,2026-05-07 23:23:38
2026-04-07,1890.0,1904.5999755859375,1865.0,1882.0999755859375,1566909,ADANIENT.NS,2026-05-07 23:23:38
2026-04-08,2000.0,2099.0,1975.0999755859375,2043.800048828125,4197831,ADANIENT.NS,2026-05-07 23:23:38
2026-04-09,2039.800048828125,2065.0,2010.300048828125,2040.5,2481188,ADANIENT.NS,2026-05-07 23:23:38
2026-04-10,2043.0999755859375,2094.60009765625,2041.699951171875,2086.800048828125,1700162,ADANIENT.NS,2026-05-07 23:23:38
